 frequency       frequency       NF_dB           inoise_spectrum onoise_spectrum
 2.98538262e+09  2.98538262e+09  1.15834885e+00  1.04026325e-09  6.99023182e-10
 3.01995172e+09  3.01995172e+09  1.20672954e+00  1.04607372e-09  6.50634839e-10
 3.05492111e+09  3.05492111e+09  1.26109557e+00  1.05264175e-09  6.07315280e-10
 3.09029543e+09  3.09029543e+09  1.32207457e+00  1.06005779e-09  5.68353182e-10
 3.12607937e+09  3.12607937e+09  1.39033118e+00  1.06842089e-09  5.33163200e-10
 3.16227766e+09  3.16227766e+09  1.46656205e+00  1.07783905e-09  5.01259305e-10
 3.19889511e+09  3.19889511e+09  1.55148907e+00  1.08842941e-09  4.72234468e-10
 3.23593657e+09  3.23593657e+09  1.64585068e+00  1.10031833e-09  4.45745029e-10
 3.27340695e+09  3.27340695e+09  1.75039136e+00  1.11364143e-09  4.21498549e-10
 3.31131121e+09  3.31131121e+09  1.86584921e+00  1.12854342e-09  3.99244299e-10
 3.34965439e+09  3.34965439e+09  1.99294201e+00  1.14517778e-09  3.78765752e-10
 3.38844156e+09  3.38844156e+09  2.13235193e+00  1.16370636e-09  3.59874635e-10
 3.42767787e+09  3.42767787e+09  2.28470954e+00  1.18429880e-09  3.42406182e-10
 3.46736850e+09  3.46736850e+09  2.45057767e+00  1.20713182e-09  3.26215351e-10
 3.50751874e+09  3.50751874e+09  2.63043586e+00  1.23238841e-09  3.11173791e-10
 3.54813389e+09  3.54813389e+09  2.82466623e+00  1.26025702e-09  2.97167433e-10
 3.58921935e+09  3.58921935e+09  3.03354149e+00  1.29093058e-09  2.84094547e-10
 3.63078055e+09  3.63078055e+09  3.25721585e+00  1.32460566e-09  2.71864208e-10
 3.67282300e+09  3.67282300e+09  3.49571935e+00  1.36148161e-09  2.60395050e-10
 3.71535229e+09  3.71535229e+09  3.74895606e+00  1.40175985e-09  2.49614275e-10
 3.75837404e+09  3.75837404e+09  4.01670617e+00  1.44564321e-09  2.39456820e-10
 3.80189396e+09  3.80189396e+09  4.29863188e+00  1.49333556e-09  2.29864672e-10
 3.84591782e+09  3.84591782e+09  4.59428673e+00  1.54504150e-09  2.20786257e-10
 3.89045145e+09  3.89045145e+09  4.90312787e+00  1.60096636e-09  2.12175893e-10
 3.93550075e+09  3.93550075e+09  5.22453037e+00  1.66131632e-09  2.03993281e-10
 3.98107171e+09  3.98107171e+09  5.55780298e+00  1.72629877e-09  1.96203007e-10
 4.02717034e+09  4.02717034e+09  5.90220445e+00  1.79612284e-09  1.88774065e-10
 4.07380278e+09  4.07380278e+09  6.25695972e+00  1.87100005e-09  1.81679385e-10
 4.12097519e+09  4.12097519e+09  6.62127530e+00  1.95114515e-09  1.74895380e-10
 4.16869383e+09  4.16869383e+09  6.99435339e+00  2.03677700e-09  1.68401505e-10
 4.21696503e+09  4.21696503e+09  7.37540441e+00  2.12811961e-09  1.62179847e-10
 4.26579519e+09  4.26579519e+09  7.76365769e+00  2.22540314e-09  1.56214735e-10
 4.31519077e+09  4.31519077e+09  8.15837019e+00  2.32886505e-09  1.50492394e-10
 4.36515832e+09  4.36515832e+09  8.55883345e+00  2.43875114e-09  1.45000632e-10
 4.41570447e+09  4.41570447e+09  8.96437864e+00  2.55531677e-09  1.39728565e-10
 4.46683592e+09  4.46683592e+09  9.37438013e+00  2.67882794e-09  1.34666385e-10
 4.51855944e+09  4.51855944e+09  9.78825750e+00  2.80956244e-09  1.29805158e-10
 4.57088190e+09  4.57088190e+09  1.02054765e+01  2.94781101e-09  1.25136662e-10
 4.62381021e+09  4.62381021e+09  1.06255488e+01  3.09387848e-09  1.20653256e-10
 4.67735141e+09  4.67735141e+09  1.10480312e+01  3.24808491e-09  1.16347770e-10
 4.73151259e+09  4.73151259e+09  1.14725242e+01  3.41076678e-09  1.12213425e-10
 4.78630092e+09  4.78630092e+09  1.18986698e+01  3.58227815e-09  1.08243767e-10
 4.84172368e+09  4.84172368e+09  1.23261493e+01  3.76299186e-09  1.04432617e-10
 4.89778819e+09  4.89778819e+09  1.27546809e+01  3.95330077e-09  1.00774039e-10
 4.95450191e+09  4.95450191e+09  1.31840170e+01  4.15361904e-09  9.72623094e-11
 5.01187234e+09  5.01187234e+09  1.36139416e+01  4.36438336e-09  9.38918985e-11
 5.06990708e+09  5.06990708e+09  1.40442677e+01  4.58605437e-09  9.06574591e-11
 5.12861384e+09  5.12861384e+09  1.44748349e+01  4.81911799e-09  8.75538148e-11
 5.18800039e+09  5.18800039e+09  1.49055066e+01  5.06408683e-09  8.45759540e-11
 5.24807460e+09  5.24807460e+09  1.53361679e+01  5.32150173e-09  8.17190250e-11
 5.30884444e+09  5.30884444e+09  1.57667233e+01  5.59193323e-09  7.89783321e-11
 5.37031796e+09  5.37031796e+09  1.61970946e+01  5.87598314e-09  7.63493327e-11
 5.43250331e+09  5.43250331e+09  1.66272188e+01  6.17428616e-09  7.38276347e-11
 5.49540874e+09  5.49540874e+09  1.70570466e+01  6.48751156e-09  7.14089940e-11
 5.55904257e+09  5.55904257e+09  1.74865402e+01  6.81636481e-09  6.90893118e-11
 5.62341325e+09  5.62341325e+09  1.79156720e+01  7.16158933e-09  6.68646317e-11
 5.68852931e+09  5.68852931e+09  1.83444228e+01  7.52396825e-09  6.47311370e-11
 5.75439937e+09  5.75439937e+09  1.87727807e+01  7.90432607e-09  6.26851473e-11
 5.82103218e+09  5.82103218e+09  1.92007394e+01  8.30353050e-09  6.07231154e-11
 5.88843655e+09  5.88843655e+09  1.96282974e+01  8.72249409e-09  5.88416233e-11
 5.95662144e+09  5.95662144e+09  2.00554563e+01  9.16217601e-09  5.70373790e-11
 6.02559586e+09  6.02559586e+09  2.04822202e+01  9.62358357e-09  5.53072122e-11
 6.09536897e+09  6.09536897e+09  2.09085941e+01  1.01077739e-08  5.36480709e-11
 6.16595002e+09  6.16595002e+09  2.13345835e+01  1.06158552e-08  5.20570172e-11
 6.23734835e+09  6.23734835e+09  2.17601930e+01  1.11489884e-08  5.05312233e-11
 6.30957344e+09  6.30957344e+09  2.21854259e+01  1.17083880e-08  4.90679681e-11
 6.38263486e+09  6.38263486e+09  2.26102827e+01  1.22953231e-08  4.76646329e-11
 6.45654229e+09  6.45654229e+09  2.30347610e+01  1.29111184e-08  4.63186980e-11
 6.53130553e+09  6.53130553e+09  2.34588545e+01  1.35571542e-08  4.50277388e-11
 6.60693448e+09  6.60693448e+09  2.38825521e+01  1.42348671e-08  4.37894225e-11
 6.68343918e+09  6.68343918e+09  2.43058376e+01  1.49457493e-08  4.26015047e-11
 6.76082975e+09  6.76082975e+09  2.47286889e+01  1.56913482e-08  4.14618261e-11
 6.83911647e+09  6.83911647e+09  2.51510776e+01  1.64732652e-08  4.03683091e-11
 6.91830971e+09  6.91830971e+09  2.55729681e+01  1.72931543e-08  3.93189555e-11
 6.99841996e+09  6.99841996e+09  2.59943176e+01  1.81527194e-08  3.83118430e-11
 7.07945784e+09  7.07945784e+09  2.64150756e+01  1.90537118e-08  3.73451229e-11
 7.16143410e+09  7.16143410e+09  2.68351829e+01  1.99979261e-08  3.64170173e-11
 7.24435960e+09  7.24435960e+09  2.72545721e+01  2.09871960e-08  3.55258167e-11
 7.32824533e+09  7.32824533e+09  2.76731666e+01  2.20233887e-08  3.46698779e-11
 7.41310241e+09  7.41310241e+09  2.80908806e+01  2.31083983e-08  3.38476215e-11
 7.49894209e+09  7.49894209e+09  2.85076189e+01  2.42441385e-08  3.30575301e-11
 7.58577575e+09  7.58577575e+09  2.89232761e+01  2.54325332e-08  3.22981460e-11
 7.67361489e+09  7.67361489e+09  2.93377372e+01  2.66755065e-08  3.15680695e-11
 7.76247117e+09  7.76247117e+09  2.97508767e+01  2.79749713e-08  3.08659569e-11
 7.85235635e+09  7.85235635e+09  3.01625587e+01  2.93328152e-08  3.01905191e-11
 7.94328235e+09  7.94328235e+09  3.05726363e+01  3.07508857e-08  2.95405196e-11
 8.03526122e+09  8.03526122e+09  3.09809521e+01  3.22309731e-08  2.89147728e-11
 8.12830516e+09  8.12830516e+09  3.13873371e+01  3.37747910e-08  2.83121428e-11
 8.22242650e+09  8.22242650e+09  3.17916111e+01  3.53839547e-08  2.77315418e-11
 8.31763771e+09  8.31763771e+09  3.21935820e+01  3.70599571e-08  2.71719281e-11
 8.41395142e+09  8.41395142e+09  3.25930454e+01  3.88041420e-08  2.66323054e-11
 8.51138038e+09  8.51138038e+09  3.29897846e+01  4.06176736e-08  2.61117211e-11
 8.60993752e+09  8.60993752e+09  3.33835697e+01  4.25015041e-08  2.56092645e-11
 8.70963590e+09  8.70963590e+09  3.37741572e+01  4.44563365e-08  2.51240662e-11
 8.81048873e+09  8.81048873e+09  3.41612891e+01  4.64825844e-08  2.46552961e-11
 8.91250938e+09  8.91250938e+09  3.45446925e+01  4.85803275e-08  2.42021627e-11
 9.01571138e+09  9.01571138e+09  3.49240784e+01  5.07492623e-08  2.37639110e-11
 9.12010839e+09  9.12010839e+09  3.52991406e+01  5.29886485e-08  2.33398220e-11
 9.22571427e+09  9.22571427e+09  3.56695544e+01  5.52972498e-08  2.29292110e-11
 9.33254301e+09  9.33254301e+09  3.60349751e+01  5.76732690e-08  2.25314267e-11
 9.44060876e+09  9.44060876e+09  3.63950364e+01  6.01142778e-08  2.21458494e-11
 9.54992586e+09  9.54992586e+09  3.67493481e+01  6.26171388e-08  2.17718905e-11
 9.66050879e+09  9.66050879e+09  3.70974939e+01  6.51779213e-08  2.14089906e-11
 9.77237221e+09  9.77237221e+09  3.74390283e+01  6.77918097e-08  2.10566189e-11
 9.88553095e+09  9.88553095e+09  3.77734739e+01  7.04530025e-08  2.07142719e-11
 1.00000000e+10  1.00000000e+10  3.81003170e+01  7.31546039e-08  2.03814721e-11
